candidate_id,source_scope,group,symbol,timeframe,swing_degree,direction,review_category,matches_guided_impulse_profile,matches_h1_h4_aux_profile,visual_expansion_status,visual_aux_status,near_miss_reason,scale_fit_label,ewo_helpfulness,ema_htf_helpfulness,chart_path,prominence_policy_label,prominence_score_delta,prominence_warning,should_downgrade_to_auxiliary,should_exclude_for_low_prominence,prominence_policy_reason,ewo_policy_label,ewo_soft_support,ewo_score_delta,ewo_warning,ewo_role_reason,ewo_svm_future_feature_candidate,ema_htf_policy_label,ema_htf_soft_support,ema_htf_score_delta,ema_band_warning,htf_conflict_warning,context_must_not_rescue_bad_count,ema_htf_policy_reason,structural_quality_policy,final_soft_quality_score,final_soft_quality_bucket,policy_reasons,policy_warnings,ready_for_next_expansion,phase256_policy_bucket,phase256_score,phase256_score_delta,phase256_adjustment_reason,phase256_prominence_action,phase256_ready_for_expansion,phase256_from_phase255_false_positive,prominence_vs_window,duration_vs_window,relative_structure_size,sql_market_group,artifact_market_group,resolved_market_group,mapping_confidence,category_source,symbol_in_sql,expansion_origin,diagnostic_only,category_notes,htf_timeframe,phase257_policy_bucket,phase257_score,phase257_policy_reasons,phase257_policy_warnings,phase257_ready_for_next_step
impulse_exp257_index_aus200_h4_major_impulse_023,h4_d1,Index,AUS200,H4,major,bearish,impulse,near_miss,,near_miss_useful,,higher_degree_context,acceptable_for_timeframe,supports_wave_role,explains_correction,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\011_impulse_exp257_index_aus200_h4_major_impulse_023.png,acceptable_for_timeframe,4,,False,False,structure size is acceptable for the reviewed timeframe,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-13.55,True,ema_htf_correction_context,contextual,-2,,htf_conflict_warning,False,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning,usable_provisional_structure,75,usable_provisional_structure,structure=impulse; H4/D1 primary scope; visual_status=near_miss_useful; structure size is acceptable for the reviewed timeframe; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-13.55; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=below_band; htf_match=False; ltf_match=True; htf_conflict_warning,major is higher-degree context; H4/D1 near_miss stays provisional; htf_conflict_warning,yes_with_manual_spot_check,usable_provisional_structure,75.0,0,No 2.5.6 prominence adjustment required.,no_change,yes,False,0.868578,0.125455,large,Index,Index,Index,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,usable_provisional_structure,75.0,No 2.5.6 prominence adjustment required.,major is higher-degree context; H4/D1 near_miss stays provisional; htf_conflict_warning,yes
impulse_exp257_forex_majors_audcadr_h4_major_impulse_036,h4_d1,Forex Majors,AUDCAD.r,H4,major,bullish,impulse,near_miss,,near_miss_useful,,higher_degree_context,acceptable_for_timeframe,supports_wave_role,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\impulses\012_impulse_exp257_forex_majors_audcadr_h4_major_impulse_036.png,acceptable_for_timeframe,4,,False,False,structure size is acceptable for the reviewed timeframe,relative_wave_role_support,supports,8,,input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.00205,True,ema_htf_context_support,supports,8,,,False,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,usable_provisional_structure,85,usable_provisional_structure,structure=impulse; H4/D1 primary scope; visual_status=near_miss_useful; structure size is acceptable for the reviewed timeframe; input_label=supports_wave_role; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.00205; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True,major is higher-degree context; H4/D1 near_miss stays provisional,yes_with_manual_spot_check,usable_provisional_structure,85.0,0,No 2.5.6 prominence adjustment required.,no_change,yes,False,0.499105,0.148182,balanced,Forex Majors,,Forex Majors,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,usable_provisional_structure,85.0,No 2.5.6 prominence adjustment required.,major is higher-degree context; H4/D1 near_miss stays provisional,yes
partial_123_exp257_forex_majors_audcadr_h4_intermediate_partial123_004,h4_d1,Forex Majors,AUDCAD.r,H4,intermediate,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,explains_correction,,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.002315,False,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.002315; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.148758,0.029091,small,Forex Majors,,Forex Majors,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no
partial_123_exp257_metals_xageurr_h4_intermediate_partial123_002,h4_d1,Metals,XAGEUR.r,H4,intermediate,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,supports_context,,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.03253,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.03253; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.038776,0.055455,small,Metals,,Metals,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
partial_123_exp257_index_aus200_h4_intermediate_partial123_002,h4_d1,Index,AUS200,H4,intermediate,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,supports_context,,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=flat_or_unknown,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; end_ewo_direction=flat_or_unknown; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.149947,0.021818,small,Index,Index,Index,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
partial_123_exp257_forex_majors_audcadr_h4_intermediate_partial123_006,h4_d1,Forex Majors,AUDCAD.r,H4,intermediate,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,explains_correction,,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.0004007,False,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; degree=intermediate; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.0004007; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.128274,0.018182,small,Forex Majors,,Forex Majors,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no
partial_123_exp257_forex_majors_audcadr_h4_minor_partial123_002,h4_d1,Forex Majors,AUDCAD.r,H4,minor,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,explains_transition,,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.002365,False,ema_htf_transition_support,supports_transition,-7,,htf_conflict_warning,True,input_label=explains_transition; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.002365; input_label=explains_transition; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.174614,0.031818,small,Forex Majors,,Forex Majors,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no
partial_123_exp257_metals_xageurr_h4_minor_partial123_002,h4_d1,Metals,XAGEUR.r,H4,minor,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\partials\018_partial_123_exp257_metals_xageurr_h4_minor_partial123_002.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.5586,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.5586; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.043295,0.044545,small,Metals,,Metals,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
partial_123_exp257_index_aus200_h4_minor_partial123_002,h4_d1,Index,AUS200,H4,minor,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,supports_context,artifacts\wavecount\05_guided_profile\phase2_5_7_market_stratified_expansion_2026-05-24\diagnostic_phase2_4_h4_d1_stratified\charts\partials\019_partial_123_exp257_index_aus200_h4_minor_partial123_002.png,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; end_ewo_direction=flat_or_unknown,False,ema_htf_context_support,supports,0,,,True,input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; end_ewo_direction=flat_or_unknown; input_label=supports_context; trend_context_label=impulse_with_htf; ema_band=above_band; htf_match=True; ltf_match=True; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.149947,0.021818,small,Index,Index,Index,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; context_must_not_rescue_bad_count,no
partial_123_exp257_forex_majors_audcadr_h4_minor_partial123_005,h4_d1,Forex Majors,AUDCAD.r,H4,minor,bearish,partial_123,no,,not_usable,,,not_applicable,unclear,misleading,,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.002213,False,ema_htf_misleading_warning,misleading,-18,,htf_conflict_warning,False,input_label=misleading; trend_context_label=conflict_with_htf; ema_band=below_band; htf_match=True; ltf_match=False; htf_conflict_warning,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=negative; end_ewo_slope=-0.002213; input_label=misleading; trend_context_label=conflict_with_htf; ema_band=below_band; htf_match=True; ltf_match=False; htf_conflict_warning,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.162861,0.023636,small,Forex Majors,,Forex Majors,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; minor is substructure; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning,no
partial_123_exp257_forex_majors_audcadr_h4_major_partial123_006,h4_d1,Forex Majors,AUDCAD.r,H4,major,bullish,partial_123,no,,not_usable,,,not_applicable,unclear,explains_correction,,prominence_not_applicable,-8,,False,False,no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small,ewo_unclear_or_unavailable,unclear,0,EWO context is unclear or unavailable,input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.0002224,False,ema_htf_correction_context,contextual,-10,,htf_conflict_warning,True,input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,exclude_from_guided_search,0,exclude_from_guided_search,H4/D1 primary scope; no prominence penalty available for this structure; soft_threshold_candidate: prominence_vs_window < 0.18; soft_threshold_candidate: duration_vs_window < 0.08; relative_structure_size=small; input_label=unclear; momentum_matches_direction=True; end_ewo_direction=positive; end_ewo_slope=0.0002224; input_label=explains_correction; trend_context_label=correction_against_htf; ema_band=above_band; htf_match=False; ltf_match=True; htf_conflict_warning; context_must_not_rescue_bad_count; context_support_on_no_profile_is_not_validation,partial_123_is_provisional_context_only; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no,exclude_from_guided_search,0.0,0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,keep,no,False,0.164652,0.057273,small,Forex Majors,,Forex Majors,sql_explicit,symbol_control.group,True,new_controlled_h4_d1_by_market_group,True,,,exclude_from_guided_search,0.0,Already excluded by 2.5.4; 2.5.5 did not find false-negative exclusions in the selected sample.,partial_123_is_provisional_context_only; major is higher-degree context; H4/D1 profile match=no; visual_status=not_usable; EWO context is unclear or unavailable; htf_conflict_warning; context_must_not_rescue_bad_count,no
